Product name,Reviews,Reviews_title
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Amazing flavor,"Smoth In Very Sip, Very Easy Drink"
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,This is my go to bourbon. While I'll try others just to explore JBB is always what I go back to. When you can find a 1750 ml bottle for c. $35.00 (currently at Total Wines and Spirits) it's a bourbon steal!,Everyday Sippin Bourbon!!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,good,Smooth
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Good solid bourbon, reasonably priced",Good Daily Drink
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,Very Smooth
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,One of our go to bourbons. That's why we bought a 1.75 instead of a 750,Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I enjoy Bourbon and Rye and am always looking for a good deal, so when I read the reviews, I thought I would give this a try…. What a mistake! This stuff is AWFUL. Significantly worse than REGULAR Jim Beam. I will stick to Bulleit Rye and Woodford Reserve Bourbon for 1.75.",Surprised By All The Good Ratings
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"A steal at this price. Maybe not the smoothest bourbon you'll ever taste, but a lot of smoke and dark/sweet/toasty flavor. Excellent value.",Great Value
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"The extra age to this burbon provides a smoothther finish and for me richer, fuller flavor profile. If you're drinking straight or on the rocks it's the way to go",Aged To Perfection
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Actually bought my first JB Black at a military exchange. It was discounted so figured I’d give it a shot. Has the sweetness on the nose, caramel notes. Goes down smooth when neat & hits your chest. Less chest burn when left in freezer to chill. But the chest hit is so good, you want another pour. Extra aging of this product makes the difference. Perfect for bringing to backyard celebrations. Highly recommended bourbon! Do not hesitate on purchasing this product.","Solid, Smooth Bourbon"
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Very smooth with a nice finish, never been a big Beam fan until I tasted this at its price point I’ve never found a whiskey I like as much as beam extra aged",Jim Beam Extra Aged Whiskey
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,Product Availability + Curbside! Perfect!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,nice bourbon to use for mixed drinks.,Good For Cocktails
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,2 Ratings-Only Reviews
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Nice and smooth, a good buy.",Sipping Whiskey
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I've never been a bourbon drinker, however my husband introduced me to bourbon & lemonade. What a game changer!",Bourbon & Lemonade
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Wonderful! I have always been pleased with Jim Beam, but this one surpasses the original!",GREAT Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"As a Kentuckian I have no choice but to respect Jim Beam for what the distillery has done for the bourbon industry. I do not, however, have to like it and many of us bourbon lovers here in the bluegrass state do not. This is no exception: typical bland and inoffensive Beam flavor with slightly less damp cardboard aftertaste than the standard white label due to aging. At this price point there are many better options.",Typical Bland Beam Offering
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I enjoy the taste of the extra aging. For some time I enjoyed drinking crown royal black, but once I tried Jim Beam Black I decided that this is the bourbon for me.",Excellent Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,I love this bourbon for it’s smooth Smokey rich vanilla flavors. This is my go to sipping bourbon.,Jim Beam Black Extra Aged Is The Bomb
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I’m not fond of commercial brands in general , but this whiskey is soo smooth. I could drink it straight or on the rocks , and enjoy the sip. Wish it wasn’t soo strong on the alcohol so i could pour a decent sized glass. I’ve tried Buchanan’s, Johnny walker, jack daniels. But this Jim beam black (haven’t tried non-black) beats in taste and smoothness.",Love This Whiskey
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Used to be excellent value when it has an 8 year age statement. They seem to have removed it a few years ago but still kept the same name which feels intentionally misleading,They Switched It
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,I enjoy the extra taste that longer aging creates. I was a crown royal black drinker till I found Jim beam black.,Great Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,2 Ratings-Only Reviews
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"For the price point, works well when mixed for an old fashioned.",Great Mixing Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Jim Beam was my dad’s go-to bourbon. He didn’t drink much and always had it with ginger ail over ice. I am a “drink it straight” kind of guy, and frankly find regular Jim Beam a bit rough for my pallet. I decided yo try the Jim Beam Black extra aged and found it to be very pleasant. To get the best experience, pour it over a chip or two of ice and let it set for a minute. That will give you a pleasant flavor without the bite regular Jim Beam has. This is a good pour. My next bottle will be the big one!",Jim Beam -For My Dad
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Nothing bad about this bourbon, but I'll drink it all, and doubt I would buy it again. I was encouraged by the high avg rating on Total Wine, so didn't get the Jim Beam. Other reviews - that instead after trying it - opined it to be too one note and thin. But I would suggest that it is smooth and drinkable (not a surprise at 43%) but it lacks character.",Why?
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Ordering online was easy. They have the pickup areas clearly marked. The young man that came out was very polite and the service was very quick.,Great Process!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Nice sipping Bourbon,Great Value
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Great tasting bourbon at an affordable price.,Jim Beam Black
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,not as special as I thought,Just OK
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Jim Beam Black is a smooth bourbon whiskey. You can drink it plain or blend it with something else.,Jim Beam Black
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Rich, deep, caramel, leather, smoke, coffee, tiny bit of cinnamon. Treat yourself to the finest",Favorite Long Before Any Awards
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,2 Ratings-Only Reviews
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,River Road Chardonnay Double Oaked is a pleasant wine that is reasonably priced.,River Road Double Oaked Chardonnay
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,My new favorite....,A Great Product!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I was sitting in a favorite bar and saw the Jim Beam Black tv commercial and looked at the bar shelf and low and behold. I ordered shots for myself and friends. Incredible vanilla nose, I couldn’t get enough of the enticing smell. I drink my whiskeys on ice. The first sip was indeed pleasant. This is a well balanced bourbon and the extra aging worked wonders for an already decent whiskey",Jim Beam Black
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I purchased this Bourbon based off all of the great reviews. I have to say I am disappointed. Several reviewers commented on its smoothness (well that's because it lacks complexity and taste), another on it's great finish (a little but not a lot). I do agree with the reviewers that stated that there is nothing on the nose. This bourbon is nowhere near Woodford, Knob Creek (Oh and by the way, Jim Beam makes this bourbon) or even Makers, but I will use when I make mixed bourbon drinks.",Not Much To It
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"This bourbon is one of the worst I have ever had. It is not smooth and has a terrible bitter aftertaste! I will never buy it again. I thought it might be better than regular Jim Beam white but it is just as bad. I made a Manhattan with it and could bearly finish it. Had a headache after. I will stick with Crown Royal thank you,",Terrible Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Point blank period best bang for buck bourbon you can get,Top Notch
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Long time Dewars Black Label fan. Recently at a social gathering, tried Woodford and remembered how much I liked Bourbon but at $80 for the 1.75L was out of what I wanted to pay. Bought JB Black and WOW. Liked it better than the above at one third of thr price; Good for me! Try it, you won't regret it and your wallet will thank you",Love It!!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Bought it to taste the difference between it and the white label. Hands down the best bourbon I have ever had!,Easily The Best
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Not a fan of Jim Beam so had a biased opinion going in. Picked up a bottle on a whim for a great price and pleasantly surprised. One of my new go tos for half the price of comparable Bourbons,Hard To Beat For The Price.
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Go into any store nowadays and the sheer volume of bourbons will overwhelm you...how has the money and time to find the best? Well my son suggested Jim Beam Black...it is OVER. JBB is my bourbon now and will be for life....great price and tremendous taste and quality.,I Did Not Know!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"When I was younger I tried Jim Beam white label. Once was enough. Now there is Jim Beam Black Label - NOT to be confused with Jack Daniels ""Black Jack"", a Bourbon of a different type. JB Black is allegedly aged longer (I've heard 6 years) and is suitable to drink straight: no ice, no water, no chaser. JB Black has found a permanent place in the liquor cabinet.","A Different ""Black"""
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,This is such a smooth whiskey that it literally blows my mind. It has none of the typical harshness.,Heavenly
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I used to drink regular Jim Beam in a cocktail only. I had the black once and was mildly impressed, but the extra aged takes it to a whole new level. Has a lovely sweetness with a hint of oak and a nice finish. Bought my first bottle yesterday and it’s almost gone cause I keep pouring a little dram.",Very Impressed.
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,This is how the founders wanted all whiskey to taste. There are many great bourbons made nearby. The extra aging of the black label is worth the few cents per drink. Not too dry and not as sweet as weller's or maker's mark. The awards won by this brew are well earned.,Award Winning For A Reason
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Been drinking Jim Beam white label for many years 20+, after trying the Black, i cant go back. Sorry for the pun. I've tried, Ghost, fire, And Bonded, all good but the Black is the best and has become my goto whiskey. As for other whiskeys, no others compare in regards to bang for your buck. Better whiskeys out there, but it will cost you. Try the Black, you wont be disappointed",Long Time Beam Fan
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Jim Beam Black Label is a ""Hidden Gem"" in the BEAM product line. Try It! Black is aged a lot longer than 'White Label"" , therefore so much smoother!",Taste
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,This is my fav. I've been drinking this since they started making it. Great deal all the way around,Jim Beam Black Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,2 Ratings-Only Reviews
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"A full-bodied, more complex and intensely-flavored version of Jim Beam white. Same basic recognizable flavor. Nose is nothing special. Dry up front and fairly long peppery fade. At Total Wines, only a few bucks more than white, so I'm not even looking at white anymore. Top shelf taste at bottom shelf prices.",The Good Stuff
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"So much more flavor, and body than the white label. Very smooth. Nice notes of caramel and vanilla, with the oak in there. Really good for the price.","Smooth, Very Nice, Way Better Than White."
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,I like the smoothness and the oak barrel flavor. I'm a lightweight and drink only to relax and only at home while oil painting. I used to drink the regular Jim Beam but wasn't satisfied so I tried Gentleman Jack. That was a little better but not quite there. Then I tried Jim Beam Black and found it to be the real deal. My search is over.,Comfort Food
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,This is perfect for sippingmeat. Great woody flavors and quite pleasant finish.,Most Amazing Bourbon Yet!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Great bourbon, great price from Total Wine. What more do you need to know?",Jim Black
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,My go to bourbon. Excellent for the price. I just think additional 6 month to a year in a barrel would make it GREAT.,4. 7 Stars
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"This is a great Bourbon, my daily go to. I Enjoy this over much higher priced options.",Excellent
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,a more refined version of the Jim Beam regular as this is a more aged(7yr) and nice taste from aging in the barrrel,Nice Aged Version Of The Jim Beam
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I've been a bourbon drinker for over 50 years. Yes, I've had some truly outstanding product costing 50, 60, 80 dollars a bottle. HOWEVER, for the price, Jim Beam Black just can't be beat for drinking on the rocks which is the way I like it. I see people that say they mix it with Coke or cherry soda. If you're going to do that, buy the cheapest bottom shelf stuff you can find. But in my opinion, dollar for dollar, Jim Beam Black is simply the best over 80 proof sipping bourbon anywhere.. Period. Case closed.",Best For The Money
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"It just didn't do it for me. Even though skeptical of the ""World's Highest Rated"" on the label, I gave it a fair shake I think- 3 attempts over a long period of time- I have a pretty sizable collection anyway. It may be the best Jim Beam, and it isn't bad, it just isn't great and I wonder how in the world it got a 98 rating? It tastes like a Bourbon, but it's a bit thin after the initial spice/pepper. The vanilla was not as pronounced though there was a bit of a nougat-type flavor that comes through in some brands. Finish was ok, between smooth and tobacco-ish? It's fine, it's ok, but definitely unremarkable. Priced well enough for mixing, on par with Evan Williams or Old Forester. Sorry JB fans...",I Didn'T Get It.
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,This is what I have as a treat or reward for an extra bad day! Smooth and lovely.,My Absolute Fave!!!
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"This is very smooth, with a lot of flavor, a smooth pleasing after taste. Really nice over the rocks.",Deep Flavor
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Just to clarify - this review is for the Extra Aged, No Aged Statement (NAS) version, NOT the original Double Aged, 8 Year Old bourbon. The Jim Beam distillery recently did away with the latter bourbon for reasons unknown (most likely to push their products out on the market quicker to meet ever-increasing demand). The nose for this bourbon is ostensibly classic Jim Beam, radiating gentle waves of vanilla and caramel with faint spices trailing not far behind. Although the body of this spirit is somewhat flat, it nonetheless harbors supple flavor notes of vanilla, toffee, black pepper, and sweet corn. The finish is smooth and slightly spicy, with a very minimal burn that's characteristic of an 86-proof bourbon. Although I would've liked to do a side-by-side comparison with this Extra Aged bourbon with the former Double Aged expression, it nevertheless satisfies as a cheaper alternative to premier brands such as Maker's Mark and Buffalo Trace. Suffice to say, Jim Beam Extra Aged won't bedazzle anyone, nor will it disappoint, as a solid sipping and mixing bourbon.","Replacement Of The Classic ""Double Aged"" Expression"
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"After trying much more expensive bourbons like Angles Envy, Eagle Rare 10, Blanton's, Wild Turkey Spirit and others, my brother told me JB Black was his favorite. At $18 a bottle, how could that be possible? After spending money on fancy stuff I finally bought a bottle of JB Black. JB Black is as smooth or smoother and tasted great. Money well saved!",Better Than I Could I Imagine
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Beam Black , typically 8 yr aged, or close to it is exceptional. Smooth taste, caramel notes, and great alone or as a cocktail like the BBG - Beam Black, Ginger Ale, Angostura Bitters !",Excellent Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,Try this in a blind test against the regular Jim Beam and you'll know where your extra money is going. Well worth it in my opinion. A great house bourbon to always have available.,Take The Test
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,This is one of my very best favorites. Very smooth and great tasting,"Jim Beam Black, My Fav"
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"One of my few favorites, and at a good price, as well.",Good Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"This is my new go to Bourbon. The smell, smoothness, and taste are so great. The price is very affordable also. Great Job JB.",Excellent Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,jB Black . Superb boubon. Smooth with an incredible taste.as a bourbon drinker JB Black ....excellent.,Smooth As Silk
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I tired JB Black because a review stated it was the best value for the money. Agree 100%. I drink it on rocks...smooth with just a little bite. Definitely, the best value for the money. I also drink Makers and JD Black.",Jim Beam Black
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Excellent taste, flavor, and aroma. Goes best with Coke.","Best Value For The Money, Hands Down!"
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Not really 100% on JB Black. This isn't to say that it's a bad bourbon by any means. It's pretty good, in fact. I may have to purchase another bottle, just to give it a fair shot. I really don't have anything bad to say about it, but nothing overly amazing to say, either. Still, I would recommend this to people who like a little more oak in their bourbon. The charred oak comes through a little more, and it's slightly dry. Again, understand that I have no real complaints with this, it's just not something that really stands out to me.","Good, But Not Great"
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"This is a very good bourbon, quite smooth, with a nice aroma, deep rich color denoting the proper aging. However, in a recent taste testing (neat of course) it didn't fair as well as Buffalo Trace, or Old Forrester, by a comfortable margin. JBB was on par with Bullet and Makers Mark. It's certinaly better than regular Jim Beam or JD, it's a solid bourbon, with few excuses. But I'd pick OF or BT over it.",Very Good Bourbon
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"I was at a Beam event not more than 2 years ago with all of the Beam products available for tasting. Inevitably someone asked Beam's Master Distiller if he was on a deserted island and could take just one with him, which one would he take with him? Without hesitation he responded ""Black."" Black is smooth and complex. if you like a bourbon before bed or after dinner, this is it. I prefer all my bourbons neat but just a touch of water can open this one up nicely. I still drink Jim Beam White neat or with a cube, but the difference between 4 years and 8 years in a barrel is a very smooth, excellent, and a more polished bourbon. I don't really care the proof, a good bourbon is a good bourbon. Beam's small batch Knob Creek is just fine, but does not touch Black. I prefer it to Maker's Mark & Jack Daniels too.",An Excellent American Whiskey/ Bourbon And A Great Value
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,"Best ""Value-for-Money"" American whiskey!!","Best ""Value-For-Money"" American Whiskey!!"
Jim Beam Black Extra Aged Bourbon Whiskey 750ml,,2 Ratings-Only Reviews
Kavanagh Irish Whiskey 750ml,I like the flavor and smoothness! I have over rocks with a slice of lime! Excellent!,Kavanaugh Irish Wiskey
Kavanagh Irish Whiskey 750ml,,
Kavanagh Irish Whiskey 750ml,I bought a bottle for the first time last month. I have sampling it and so far its a hit with me. Very smooth but still working on it. So far its a 8 out of 10 for me.,Nice Tasting
Kavanagh Irish Whiskey 750ml,This is my wife's favorite pour these days.,Top-Notch Irish Whisky
Kavanagh Irish Whiskey 750ml,Very smooth no burning good just on the rocks,Smooth
Kavanagh Irish Whiskey 750ml,,
Kavanagh Irish Whiskey 750ml,,Smooth!
Kavanagh Irish Whiskey 750ml,Not the best tasting Irish Whiskey I have had but it works well for the price. Truly believe this whiskey was produced as a well whiskey to work with mixed drinks as that is what I ended up using it for. In a pinch (in which I was) this works well enough by having those Irish whiskey notes but isn't smooth or as good as like Jameson.,Good Well Whisky For Those Bartending
Kavanagh Irish Whiskey 750ml,"I am a rum drinker more than whiskey and don't particularly like bourban or sour mash whiskey. This one is very smooth, pleasant enough to drink neat, over ice or mixed. Especially nice in Irish coffee for a treat. It is my go to in a whiskey.",Recommended By Your Staff
Kavanagh Irish Whiskey 750ml,It’s already gone !! It was so smooth,Love It
Kavanagh Irish Whiskey 750ml,This has been my go to for many years,The Go To Irish
Kavanagh Irish Whiskey 750ml,"Great flavor, really smooth",Very Good
Kavanagh Irish Whiskey 750ml,Makes a great Irish coffee,Smooth
Kavanagh Irish Whiskey 750ml,Easy to drink. Nice price. Can't go wrong!,Delicious!
Kavanagh Irish Whiskey 750ml,Better than expected. Smooth,Better Than Expected
Kavanagh Irish Whiskey 750ml,"Caught this on special and I'm relatively new to Irish whiskeys. Found is smooth, but not quite the character of Wolfhound, which was my previous purchase. Good for the price.",Shopping For Value
Kavanagh Irish Whiskey 750ml,Love this whiskey! Very smooth!!!,Kavanaugh Irish Whiskey
Kavanagh Irish Whiskey 750ml,Excellent! Good taste and smooth - straight up!!,Great
Kavanagh Irish Whiskey 750ml,It has a mild finish,Good Drink
Kavanagh Irish Whiskey 750ml,Good everyday but not the smoothest,Irish For Everyday
Kavanagh Irish Whiskey 750ml,"I am very happy with my purchase of Kavanagh Irish whisky, this whisky has a very good flavor and is smooth, best bang for the buck, I would recommend this.",Great Find This Is A Wonderful Irish Whisky
Kavanagh Irish Whiskey 750ml,"I tried this bottle when Jameson was sold out. The taste is too sweet for me, but good price.",Good Price But Too Sweet For Me
Kavanagh Irish Whiskey 750ml,"Picked up two weeks ago as another Irish to try. I’ve used a few times now and tried straight and mixed. Won’t drink straight again. Too harsh and flavorless even for an Irish whiskey, which are normally smooth and light on flavor. Fine as a mixer so it’s not a waste, just better low cost alternatives out there like Kilbrin. For a little more money, Jameson is reliable and consistent.",Mixable
Kavanagh Irish Whiskey 750ml,My first bottle and I have really enjoyed it.,Smooth Taste
Kavanagh Irish Whiskey 750ml,"This is the third label of irish whiskey I've tried. I The other two were Jameson's and Kilbrin. I went into the store to grab a bottle of Kilbrin, but then spotted that the Kavanagh was on sale for $5 off, which made it cheaper than the Kilbrin at that point. So I figured I'd try it. While the Kavanagh is as smooth as the others, I prefer the faint note of vanilla that I find in the Jameson's and Kilbrin. So, probably wouldn't buy this again.","Smooth, But Lacks Flavor"
Kavanagh Irish Whiskey 750ml,This is my wife's current favorite for sipping in the evening while watching TV.,Wife'S Favorite
Kavanagh Irish Whiskey 750ml,"It is a Smooth Silky, Easy and Fun Loving Irish whisky!",Smooth Silky
Kavanagh Irish Whiskey 750ml,I drink my whiskey straight and this bottle isn't particularly interesting. I only got vanilla and a little chocolate on the palate. Probably a very good choice for mixed drinks/cocktails.,Perfectly Fine
Kavanagh Irish Whiskey 750ml,I don’t like whiskey and bourbon but this I love. Everyone loves this Irish. Very smooth and easy.,The Very Best Choice
Kavanagh Irish Whiskey 750ml,I've been experimenting with new Irish whiskeys intermixed with my quality scotches. Nice with a splash of soda over ice.,Pleasant Taste
Kavanagh Irish Whiskey 750ml,,
Kavanagh Irish Whiskey 750ml,,
Kavanagh Irish Whiskey 750ml,"Planned on purchasing Jameson as I always do. Sales associate recommended this brand saying it was superior. Didn’t have the sweet smooth flavor of Jameson. Was so bad I actually poured it out, just couldn’t drink it.",Worst I’Ve Ever Had
Kavanagh Irish Whiskey 750ml,,
Kavanagh Irish Whiskey 750ml,"The taste and the costs are far way different, this is a nice wisky.",Great Test And Aroma
Kavanagh Irish Whiskey 750ml,One of the smoothest whiskeys I’ve tasted,Very Smooth
Kavanagh Irish Whiskey 750ml,Kavanagh irish whiskey is so smooth and doesnt leave an after taste in your mouth.,Amazing Taste
Kavanagh Irish Whiskey 750ml,"Irish whiskey always ends up more expensive. That being said, Kavanagh is a good choice for those who don't want to spend as much for Jameson with little difference in quality.","Not Quite Jameson, Not Quite A Bad Thing"
Kavanagh Irish Whiskey 750ml,,5 Ratings-Only Reviews
Kavanagh Irish Whiskey 750ml,"Great value, flavor and texture of whiskey which costs double or triple in price","Smooth, Lite Peat Vanilla Overtones"
Kavanagh Irish Whiskey 750ml,"Kavanaugh Irish whiskey is a very pleasant drink...with or without ice...smooth and tasty...will be added to my ""regular list""...",Kavanaugh Whiskey
Kavanagh Irish Whiskey 750ml,I’m a Jamison Black guy but I decided to try Kavanagh as a change of place. I have not been disappointed.,Excellent!
Kavanagh Irish Whiskey 750ml,"I bought this after the local store ran out of Red Bush, and it wasn't bad. I use Irish Whiskey's for a smooth mixed drink experience and this one fits the bill nicely. It is definitely better than Jamison, lacking the bitter aftertaste of that popular brand, and the price is right. Also, I prefer the bourbon-casks over the sherry one's. My wife and I are very casual drinkers so I am sure we haven't developed a taste for more adventurous bottles. Too me this is a great starter whiskey.","Smooth, Mellow"
